assessmentId,internalTaxonId,scientificName,redlistCategory,redlistCriteria,yearPublished,assessmentDate,criteriaVersion,language,rationale,habitat,threats,population,populationTrend,range,useTrade,systems,conservationActions,realm,yearLastSeen,possiblyExtinct,possiblyExtinctInTheWild,scopes,Sequence,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size
187307157,103682912,Pyrocephalus rubinus,Least Concern,,2021,2020-10-15 00:00:00 UTC,3.1,English,"<p>This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km<sup>2</sup>&#160;combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population trend appears to be increasing, and hence the species does not approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.</p>",,,The global population size is unknown given recent taxonomic splits.,Increasing,"<span style=""font-style: italic;"">Pyrocephalus rubinus</span> occurs throughout much of the Neotropics, with a range covering south-west <span style=""font-weight: bold;"">U.S.A.</span>, <span style=""font-weight: bold;"">Mexico</span>, <span style=""font-weight: bold;"">Belize</span>, <span style=""font-weight: bold;"">Guatemala</span>, <span style=""font-weight: bold;"">Honduras</span>, <span style=""font-weight: bold;"">Nicaragua</span>, <span style=""font-weight: bold;"">Colombia</span>, <span style=""font-weight: bold;"">Venezuela</span>, <span style=""font-weight: bold;"">Guyana</span>, <span style=""font-weight: bold;"">Brazil</span>, <span style=""font-weight: bold;"">Colombia</span>, <span style=""font-weight: bold;"">Ecuador</span>, <span style=""font-weight: bold;"">Peru</span>, <span style=""font-weight: bold;"">Chile</span>, <span style=""font-weight: bold;"">Bolivia</span>, <span style=""font-weight: bold;"">Paraguay</span>, <span style=""font-weight: bold;"">Argentina </span>and <span style=""font-weight: bold;"">Uruguay </span>(del Hoyo <span style=""font-style: italic;"">et al.</span> 2004).",,Terrestrial,,Nearctic|Neotropical,,FALSE,FALSE,Global,5799.0,Tyrannidae,Passeriformes,AVIBASE-1456993D,29.0,10.0,19.0,0.0,8.0,14.4,9.7,5.4,4.0,16.7,74.3,16.7,57.7,22.4,57.6,14.4,Dunning,,NO,,,Woodland,3.0,3.0,Carnivore,Invertivore,Insessorial,-41.16,39.48,-0.22,-79.92,8461953.41
191925726,22700081,Agriornis albicauda,Vulnerable,C2a(i),2021,2020-12-04 00:00:00 UTC,3.1,English,"This species qualifies as Vulnerable because it has a small population, which is confined to several small subpopulations. The population is declining and reportedly becoming scarce throughout the range, but the reasons for the decline are somewhat unclear.<br/><p></p>","The species inhabits pÃ¡ramo and puna zones, high above the treeline at 3,500-4,300 m. However, in south Ecuador, it has been found in semi-arid, bushy country, especially in areas with large <em>Puyas</em>, at 2,400-3,100 m (Krabbe <em>et al</em>. 1996)<strong></strong><strong></strong>. It favours open areas with sparse vegetation and scattered rocks, particularly near old buildings and walls<strong></strong>, and has been recorded from rocky <em>Polylepis</em> groves (Ridgely and Tudor 1994; Vuilleumier 1994). There are also records from open farmland with hedgerows and introduced <em>Eucalyptus</em> trees, from agricultural land (crops and pasture) with introduced pine trees, and from cactus scrub with <em>Eucalyptus</em> (Krabbe <em>et al</em><span style=""font-style: italic;"">.</span> 1996, N. Simpson <em>in litt</em><span style=""font-style: italic;"">.</span> 2000; B. Knapton <em>in litt. </em>2003; M. Ugarte-Lewis <em>in litt.</em> 2005). <p></p>","The reasons for the species's scarcity and decline are not fully understood. A potential driver of the decline could be a high sensitivity to habitat degradation, as bushy vegetation is cleared for grazing (Farnsworth <em>et al</em>. 2020). Throughout the range, grasslands have been modified for centuries through burning and grazing (FjeldsÃ¥ and Kessler 1996;<strong></strong> Kessler and Herzog 1998; T. S. Schulenberg <em>in litt</em>. 1999). The species may furthermore suffer from hunting and direct persecution (Farnsworth <em>et al</em>. 2020). Historically, it may have been out-competed by <em>A. montana</em>, and this may continue<em></em>, although the two have coexisted for at least a million years (T. S. Schulenberg <em>in litt</em><span style=""font-style: italic;"">. </span>1999; B. Knapton <em>in litt. </em>2003). It is however unclear whether these threats explain the species's rarity.<br/><p></p>","This species is poorly known. It appears to be very rare to rare and very local throughout its range. National population estimates include 250-2,499 mature individuals in Ecuador (Freile <em>et al</em>. 2019), 2,500-9,999 mature individuals each in Peru and Bolivia (Ministerio de Medio Ambiente y Agua 2009; SERFOR 2018), and an unknown, but likely very small, number in Argentina. Based on these numbers, the global population is estimated to number 5,250-23,000 mature individuals.<br/>The species is suspected to form several small subpopulations, the largest of which is unlikely to contain more than 1,000 mature individuals, though this requires confirmation.",Decreasing,"<em>Agriornis albicauda</em> occurs in the high Andes from <strong>Ecuador</strong> through <strong>Peru </strong>and <strong>Bolivia </strong>to northern <strong>Chile</strong> and <strong>Argentina</strong>.<br/> The subspecies <em>andicola</em> occurs in Ecuador (Imbabura, Pichincha, Napo, Chimborazo, CaÃ±ar, Zamora-Chinchipe, El Oro and Loja provinces). The nominate subspecies <em>albicauda</em> occurs in Peru (Cajamarca, La Libertad, HuÃ¡nuco, Ancash, Pasco, Cuzco, Lima, Arequipa and Ayacucho), Bolivia (La Paz, Oruro, PotosÃ­, Chusquisaca <strong></strong> and Cochabamba); north Chile in (TarapacÃ¡, Antofagasta and Arica), and north-west Argentina (Sierra de Aconquija and TucumÃ¡n, with one record from Catamarca in 1918). <p></p>","The species suffer from hunting and direct persecution, though the impacts on the population size are not fully clear (Farnsworth <em>et al</em>. 2020).",Terrestrial,"<strong>Conservation Actions Underway</strong><br/>There are recent records from HuascarÃ¡n National Park, Peru, and Lauca National Park, Chile.<strong></strong><p></p><strong>Conservation Actions Proposed</strong><br/>Survey to identify additional populations. Study the ecology. Assess potential threats. Monitor the population trend. Raise awareness for the species to alleviate potential impacts of hunting.<br/><p></p>",Neotropical,,FALSE,FALSE,Global,5853.0,Tyrannidae,Passeriformes,AVIBASE-D918C06D,6.0,1.0,3.0,2.0,4.0,32.4,18.6,7,8.6,39.7,141.3,35.2,106,24.9,113.1,53,EltonTraits_Model,,NO,,,Shrubland,3.0,1.0,Carnivore,Vertivore,Insessorial,-27.47,0.0,-15.22,-71.16,579914.07
200209291,22699433,Pseudocolopteryx dinelliana,Near Threatened,C2a(ii),2021,2021-04-19 00:00:00 UTC,3.1,English,This species is classified as Near Threatened because it is suspected to have a moderately small population which is inferred to be declining owing to habitat loss and degradation in parts of its range.<p></p>,"It inhabits periodically flooded rushy and grassy marsh vegetation and shrubbery near watercourses in lowland scrub, with nests found in bushes, rushes and tall grass. Outside the breeding season, it occurs in humid chaco and pantanal habitats (Smith <em>et al.</em>&#160;2014). It feeds on arthropods. It is migratory, moving north from April to October (Smith <em>et al. </em>2014).<p></p>","Canalisation may affect the wetlands of BaÃ±ados del RÃ­o Dulce and Laguna de Mar Chiquita (J. C. Chebez <em>in litt.</em> 1995, 1999)<strong><sup></sup></strong>, and there are other modifications to wetlands occurring within its range (Hayes <em>et al.</em> 1994)<strong><sup></sup></strong>. Where it inhabits drier savanna-type vegetation, it is under some pressure from agricultural conversion, particularly for cattle ranching. In Paraguay, habitat at the BahÃ­a de AsunciÃ³n Ecological Reserve has been lost since 2010 due to road construction (Smith <em>et al.</em>&#160;2014).","It is described as rare to locally common (Bostwick 2020). It is more or less common in CÃ³rdoba, where the major global stronghold is protected by the BaÃ±ados del RÃ­o Dulce and Laguna de Mar Chiquita Natural Park, and frequent in Santiago del Estero. The population size has not been estimated directly, but is suspected to number at least&#160;10,000 individuals (BirdLife International 2012), which roughly equates to 6,700 mature individuals. The population size is here placed in the band 6,700 - 19,999 mature individuals. The subpopulation structure is not known, but the species is highly mobile and so it is assumed to function as a single subpopulation.",Decreasing,"<em>Pseudocolopteryx dinelliana</em>&#160;breeds in north&#160;<strong>Argentina</strong>&#160;(Santiago del Estero, Santa Fe, Chaco, CÃ³rdoba, San Juan, western Buenos Aires, TucumÃ¡n,&#160;and Salta) and winters in northern Argentina, southern <strong>Bolivia</strong>, <strong>Paraguay</strong>, and extreme southwest <strong>Brazil</strong>&#160;(Mato Grosso do Sul; PÃ©rez-Villamayor <em>et al.</em>&#160;2014).",,Terrestrial|Freshwater (=Inland waters),"<strong>Conservation Actions Underway</strong><br/>The stronghold is BaÃ±ados del RÃ­o Dulce and Laguna de Mar Chiquita Natural Park (Argentina). In the non-breeding season it occurs in San Antonio Private Nature Reserve, BahÃ­a de AsunciÃ³n&#160;Ecological Reserve, and Tacuara National Park, Paraguay, and in&#160;MaracajÃº/MbaracayÃº Biological Refuge, on the Brazil - Paraguay border.<p></p><strong>Conservation Actions Proposed</strong><br/>Study its ecological requirements and movements. Survey known populations and search potential non-breeding habitat to gain an estimate of the population size. Monitor population trends.<br/><br/>Effectively protect wetlands within its range.&#160;Protect remaining habitat across the non-breeding range.<p></p>",Neotropical,,FALSE,FALSE,Global,5682.0,Tyrannidae,Passeriformes,AVIBASE-5366CBA4,4.0,0.0,4.0,0.0,4.0,12.9,7.0,3,2.8,18.1,46.6,4.9,41.8,10.5,48.8,7.5,Inferred,,YES,Body Mass,Pseudocolopteryx flaviventris,Wetland,3.0,2.0,Carnivore,Invertivore,Insessorial,-32.82,-26.69,-30.02,-63.32,181082.86
217672111,22729445,Guyramemua affinis,Near Threatened,A2bc,2022,2022-06-01 00:00:00 UTC,3.1,English,"This species is listed as Near Threatened on the basis of estimated declines in the adult population at a protected area in Brazil. The drivers of the declines are not well understood, but on the basis of the the species' apparent rarity in other large protected areas of <em>cerrado</em>, a population-wide decline approaching 30% over three generations is suspected to have taken place.<br/><p></p>","It is a resident of <em>cerrado</em>, <em>campo cerrado</em> and <em>campo sujo</em>, reaching highest densities in moderately closed shrubby areas with a relatively high grass component and scattered 2-5 m tall trees  (del Hoyo <em>et al. </em>2004)<strong></strong>. It is most common between 250 and 750 m but may ascend as high as 1,200 m (del Hoyo <em>et al. </em>2004)<strong></strong>.<em> </em>It feeds on small arthropods and fruit, and forages in the middle and upper branches of trees, rarely descending near the ground (del Hoyo <em>et al. </em>2004). The primary breeding and fledging period is thought to be October, but little is known about its breeding behaviour (del Hoyo <em>et al. </em>2004).<em> <p></p></em>","The primary threat to <em>cerrado </em>habitat is habitat conversion for <em>Eucalyptus</em> and pine plantations, livestock farming and large-scale cultivation of soybeans, rice and other crops. Repeated annual burning during the dry season may be an additional threat and some areas may be threatened by urbanisation (del Hoyo <em>et al. </em>2004)<strong></strong>. Unexplained declines of 13% were noted in the adult population at EstaÃ§Ã£o EcolÃ³gica de Ãguas Emendadas (Brazil) between 2003 and 2007 at an apparently well-protected reserve of 100 km<sup>2</sup> which has suffered little modification (L. F. FranÃ§a &amp; M. A. Marini <em>in litt. </em>2008, FranÃ§a and Marini 2010)<strong></strong>. The decline may be due to low and variable breeding success (FranÃ§a and Marini 2009, 2010).<p></p>","The global population size has not been quantified. The species is described as rare to locally fairly common. In shrubby areas with grass and scattered trees along the Agua Fria road near Chapada dos  Guimar, for example, 1-2 pairs per km were recorded in limited roadside surveys  (del Hoyo <em>et al. </em>2004)<strong></strong>.",Decreasing,"<em>Guyramemua affinis </em>is resident in central and south-western <strong>Brazil </strong>(MaranhÃ£o, ParÃ¡, Tocantins, Mato Grosso, BahÃ­a, GoiÃ¡s, Mato Grosso do Sul) and north-eastern <strong>Bolivia </strong>(Santa Cruz, Beni).<br/><p></p>",,Terrestrial,"<strong>Conservation Actions Underway</strong><br/>It occurs in Noel Kempff Mercado National Park in Bolivia and Chapada dos GuimarÃ£es National Park in Brazil (del Hoyo <em>et al. </em>2004)<strong></strong>, as well as Ãguas Emendadas Ecological Station, Brazil.  <p></p><strong>Conservation Actions Proposed</strong><br/>Quantify the population size. Produce an up-to-date estimate of the population trend across the entire range. Research the species' ecology and behaviour. Investigate the drivers of the population decline. Monitor population trends. Effectively protect further areas of <em>cerrado</em> within its range. <p></p>",Neotropical,,FALSE,FALSE,Global,5795.0,Tyrannidae,Passeriformes,AVIBASE-7423BFED,4.0,3.0,1.0,0.0,4.0,14.3,8.1,5.4,4.2,20.2,81.1,17.4,63.7,21.4,70.8,22.8,Dunning,,NO,,,Shrubland,2.0,1.0,Carnivore,Invertivore,Insessorial,-21.21,-5.72,-14.86,-50.18,1627452.53
217914509,22699488,Phylloscartes gualaquizae,Least Concern,,2023,2023-02-22 00:00:00 UTC,3.1,English,"<p>This species has a large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km<sup>2</sup>&#160;combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size is unknown, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.</p>","This is a humid forest species of the montane and upper tropical forest zones in the Andean foothills. It generally remains below the cloud forest zone, occurring between 700 and 1,400 m (del Hoyo <span style=""font-style: italic;"">et al.</span> 2004, Schulenberg and Kirwan 2020).","The species is impacted by logging, mining, and clearance of forests for agriculture within its range (Schulenberg and Kirwan 2020).","The global population size has not been quantified, but this species is described as reasonably common but easily overlooked (Schulenberg and Kirwan 2020). It therefore likely numbers far more than 10,000 mature individuals.",Decreasing,"<span style=""font-style: italic;"">Phylloscartes gualaquizae</span> occurs in the forests of the east Andes (del Hoyo <span style=""font-style: italic;"">et al.</span> 2004). It ranges from south Colombia southward through north SucumbÃ­os and west Napo, <strong>Ecuador</strong>, to San MartÃ­n, north <span style=""font-weight: bold;"">Peru</span>.",,Terrestrial,"<p><strong>Conservation Actions Underway</strong><br/> No targeted action is known. </p>  <p><strong>Conservation Actions Proposed<u><br/></u></strong>Accurately quantify the population size. Monitor the population trend. <br/>Expand the protected area network to effectively protect key sites. Effectively manage protected areas, utilising emerging opportunities to finance protected area management with the joint aims of reducing carbon emissions and maximizing biodiversity conservation. Incentivise conservation on private lands through expanding market pressures for sound land management and preventing forest clearance on lands unsuitable for agriculture (Soares-Filho <em>et al.</em> 2006).</p>",Neotropical,,FALSE,FALSE,Global,5480.0,Tyrannidae,Passeriformes,AVIBASE-4618EFE9,4.0,2.0,2.0,0.0,4.0,10.9,6.3,3.8,2.9,15,49.8,6.4,43.3,13,48.6,8,Dunning,,NO,,,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-6.18,2.24,-1.66,-77.45,24658.75
219789044,22735791,Zimmerius chrysops,Least Concern,,2022,2022-08-17 00:00:00 UTC,3.1,English,"This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (extent of occurrence &lt;20,000 km<sup>2</sup> combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population trend appears to be stable, and hence the species does not approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern. <p></p>",,,"The global population size has not been quantified, but this species is described as 'fairly common' (Stotz <em>et al</em>. 1996). <p></p>",Stable,,,Terrestrial,,Neotropical,,FALSE,FALSE,Global,5592.0,Tyrannidae,Passeriformes,AVIBASE-102A6B97,85.0,6.0,13.0,66.0,6.0,9.2,5.5,3.8,3.3,17,52.8,6.4,43.3,13.1,45.7,10.4,Dunning,,NO,,,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-8.42,11.31,2.97,-75.13,387308.82
221499137,22699497,Phylloscartes paulista,Near Threatened,C2a(i),2023,2023-02-10 00:00:00 UTC,3.1,English,This species is classified as Near Threatened as it has a small population which is declining slowly due to the loss and fragmentation of suitable habitat.<p></p>,"It inhabits the middle storey of the lowland Atlantic forest interior and along edges, principally below 500 m, but locally up to 1,000 m (Clay <em>et al</em>. 1998, <strong></strong>Fitzpatrick 2022). It feeds mainly on arthropods (Fitzpatrick 2022).<p></p>","Less than 20% of the original extent of this habitat remains intact (<strong></strong>Brown and Brown 1992)<strong></strong> owing to agricultural conversion and deforestation for coffee, banana and rubber plantations (Fearnside 1996)<strong></strong>. In Paraguay, 38% of forests disappeared between 1984 and 1991 (Fitzpatrick 2022). Remaining forest suffers from increasing urbanisation, agricultural expansion, mining and associated road building (Dinerstein <em>et al</em>. 1995, Fitzpatrick 2022)<strong></strong>, but habitat destruction in the Brazilian range of the species has slowed significantly although is continuing in places, and the prospects of future losses are not as dire as in the last decades (see Global Forest Watch 2023).<br/><p></p>","The species' stronghold appears to be in the Serra do Mar in Brazil where it is  considered fairly common, while it is described as uncommon or rare in  Paraguay and Argentina (see eBird 2023). In Argentina, the population numbers less than 2,500 mature individuals (MAyDS and AA 2017).<br/>The overall population size has not been quantified, but it has been suspected that it may number fewer than 10,000 individuals (del Hoyo <em>et al</em>. 2004, Fitzpatrick 2022). In the absence of a recent estimate the population is therefore tentatively placed in the band 2,500-9,999 mature individuals, though an accurate quantification is urgently required.",Decreasing,"<em>Phylloscartes paulista</em> occurs in south-east <strong>Brazil</strong>, east <strong>Paraguay</strong> and north-east <strong>Argentina</strong>. In Brazil, it is found in the Atlantic forest of Rio de Janeiro south to ParanÃ¡, with further records from east Minas Gerais. It occurs from CanindeyÃº south to ItapÃºa in eastern Paraguay and in adjacent Misiones, Argentina, though it has apparently undergone considerable range contractions there (per eBird 2023). Due to its inconspicuous voice its presence may be overlooked, and it probably has a more continuous distribution than currently known.<br/><em></em>",,Terrestrial,"<strong>Conservation Actions Underway</strong><br/>The species occurs in several protected areas across its range, including Intervales and Ilha do Cardoso state park as well as IguaÃ§u National Park (Brazil), CaaguazÃº, San Rafael and YbycuÃ­ national parks (Paraguay) and IguazÃº National Park (Argentina). It is listed as Endangered at the national level in Argentina (MAyDS and AA 2017).<p></p><strong>Conservation Actions Proposed</strong><br/>Survey to locate additional populations. Quantify its population size and density accurately. Study its ecology and its ability to persist in degraded and fragmented habitats. Effectively protect areas where the species occurs.<p></p>",Neotropical,,FALSE,FALSE,Global,5487.0,Tyrannidae,Passeriformes,AVIBASE-2A9B45E1,4.0,0.0,4.0,0.0,4.0,10.2,6.5,3,2.5,14.5,49.1,6.8,42.4,13.7,44.5,7.5,Dunning,,NO,,,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-28.04,-19.18,-24.0,-49.36,473320.65
221516709,22699509,Phylloscartes oustaleti,Least Concern,,2023,2023-03-02 00:00:00 UTC,3.1,English,"This species has a large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km<sup>2</sup>&#160;combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size is unknown, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.<p></p>","<p>The species occurs in humid forests, mostly in the interior but occasionally along borders (Silveira<em> et al</em>. 2022). <br/></p>","Current key threats are urbanisation, industrialization, agricultural expansion, mining and road-building (Dinerstein <em>et al.</em> 1995, Fitzpatrick and Kirwan 2020, Silveira <em>et al</em>. 2022)<strong></strong>. <p></p>","The global population size has not been quantified, but this species is described as locally uncommon to common (Stotz <em>et al</em>. 1996, Fitzpatrick and Kirwan 2020).",Decreasing,<em>Phylloscartes oustaleti</em> occurs in east <strong>Brazil</strong> in the Serra do Mar and Serra da Mantiqueira from Bahia to Santa Catarina.<br/><em><p></p></em>,,Terrestrial,"<strong>Conservation Actions Underway</strong><br/>It occurs in several protected areas, including Augusto Ruschi Biological Reserve, Intervales State Park and Mata dos Godoy State Park.<br/><p></p><strong>Conservation Actions Proposed</strong><br/>Quantify population size and density. Study its ecology and its ability to persist in degraded and fragmented habitats. Effectively protect areas where the species occurs. <p></p>",Neotropical,,FALSE,FALSE,Global,5488.0,Tyrannidae,Passeriformes,AVIBASE-32A18E56,4.0,2.0,2.0,0.0,4.0,12.9,8.2,4,3.4,18.7,56.5,8.3,48.1,14.7,56.8,10,Dunning,,NO,,,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-25.8,-18.08,-22.55,-44.2,74884.82
221544535,22724690,Phylloscartes sylviolus,Least Concern,,2023,2023-03-02 00:00:00 UTC,3.1,English,"This species has a large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km<sup>2</sup>&#160;combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size is unknown, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.<p></p>","It principally inhabits forest canopy in lowland Atlantic forest (Fitzpatrick 2020), but is encountered in small groups at forest edge, and has been observed in palms and dead trees adjacent to forest<span style=""font-weight: bold;""> </span>(Clay <em>et al</em>. 1998)<strong></strong>. At one site in Brazil, it has been recorded only in edges, secondary and selectively logged forest (Aleixo and Galetti 1997)<strong></strong>.&#160;<br/><p></p>","Agricultural conversion and deforestation for mining and plantation production historically threatened its habitat<strong> </strong>(Fearnside 1996). Current key threats are urbanisation, industrialisation, agricultural expansion, colonisation and associated road-building (Dinerstein <em>et al.</em> 1995, Fitzpatrick 2020). <p></p>","The global population size has not been quantified, but this species is described as uncommon and patchily distributed, though it may potentially be under-recorded (Stotz <em>et al</em>. 1996, B. Phalan <em>in litt</em>. 2023).",Decreasing,"<em>Phylloscartes sylviolus</em> is scarce in south-east <strong>Brazil</strong>, north-east <strong>Argentina</strong> and east <strong>Paraguay</strong>. It has disappeared from many previously occupied sites; its strongholds are now in Misiones, Argentina and the Serra do Mar, Brazil (B. Phalan<em> in litt</em>. 2023, eBird 2023).<em> <p></p></em>",,Terrestrial,"<strong>Conservation Actions Underway</strong><br/>It occurs in several protected areas, including IguaÃ§u National Park and Mata dos Godoy and Intervales State Parks, Brazil; IguazÃº National Park in Argentina; and Estancia ItabÃ³ Private Nature Reserve, MbaracayÃº Forest Nature Reserve and CaaguazÃº and San Rafael National Parks in Paraguay<strong> </strong>(del Hoyo <em>et al. </em>2004). It is listed as Vulnerable at the national level in Argentina (MAyDS and AA 2017), and as Least Concern in Brazil (Silveira <em>et al</em>. 2022).<p></p><strong>Conservation Actions Proposed</strong><br/>Quantify the population size and density. Quantify the population trend. Study its ecology and its ability to persist in degraded and fragmented habitats. Effectively protect areas where the species occurs.<br/><p></p>",Neotropical,,FALSE,FALSE,Global,5490.0,Tyrannidae,Passeriformes,AVIBASE-478AB66D,4.0,2.0,2.0,0.0,3.0,9.3,5.8,3,2.4,15.1,48.9,6.8,42.1,13.9,51.4,8,Dunning,,NO,,,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-27.61,-19.05,-24.22,-49.14,434888.86
224819746,22698945,Hemitriccus rufigularis,Least Concern,,2023,2023-03-07 00:00:00 UTC,3.1,English,"This species has a very large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 kmÂ² combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size is very large, and hence does not approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.<br/><p></p>","It occurs in the undergrowth and mid-storey of humid forest on low ridges, where it is found both in tall and in low, semi-stunted forest, as well as along edges and in treefall gaps (<strong></strong>Schulenberg <em>et al</em>. 2010, Freile and Restall 2018, Schulenberg and Kirwan 2020, Hilty 2021). <p></p>","The species is sensitive to habitat loss. Forest destruction is most prevalent in the foothills, mainly as a consequence of conversion for agriculture and logging, amplified by ongoing human encroachment (Dinerstein <em>et al</em>. 1995, Global Forest Watch 2022). <br/><p></p>","The population size has not been quantified, but the species is described as rare, local and patchily distributed (Freile and Restall 2018, Schulenberg and Kirwan 2020).<br/>Assuming that it occurs at a similar density to a congener (<em>H. zosterops</em> in Peru: 5 pairs/km<sup>2</sup>; Santini <em>et al</em>. 2018), and further assuming that only 25% of forests within the range are occupied to account for its rarity (i.e. 13,500-14,500 km<sup>2</sup>; Global Forest Watch 2022), the global population may number <em>c.</em> 60,000-70,000 pairs. This equates to 120,000-140,000 mature individuals.",Decreasing,"<em>Hemitriccus rufigularis</em> occurs disjunctly in the east Andes of southern <strong>Colombia</strong> (Putumayo), <strong>Ecuador</strong> (SucumbÃ­os, Napo, Orellana, Morona-Santiago<strong> </strong>and Zamora-Chinchipe), <strong>Peru</strong> (San MartÃ­n, Ucayali, and from HuÃ¡nuco south to Puno) and west <strong>Bolivia</strong> (La Paz).<em> <p></p></em>",,Terrestrial,<strong>Conservation Actions Underway</strong><br/>The species is listed as Near Threatened at the national level in Peru (SERFOR 2018) and as Vulnerable in Ecuador (Freile <em>et al</em>. 2019).<br/><p></p><strong>Conservation Actions Proposed</strong><br/>Survey suitable habitat within its potential range to accurately quantify the population size. Study the species' ecology and determine its ability to persist in degraded and fragmented habitats. Monitor the population trend. Monitor rates of habitat loss.<br/>Designate and effectively protect areas of foothill forest within its range. Promote conservation of forests among local communities.<p></p>,Neotropical,,FALSE,FALSE,Global,5556.0,Tyrannidae,Passeriformes,AVIBASE-447039A9,4.0,2.0,2.0,0.0,4.0,14.9,8.7,4.2,3.1,17.4,53,7.0,46,13.3,45.8,9.4,Dunning,,NO,,,Woodland,2.0,1.0,Carnivore,Invertivore,Insessorial,-17.31,0.92,-11.43,-72.06,91223.23
